buildingnumber,n_samples,residual_std,residual_cv,residual_uncertainty,qrf_mean_interval,qrf_uncertainty,ngb_mean_std,ngb_uncertainty,rank_std,n_models,model_disagreement,combined_uncertainty,confidence_tier,buildingname,grossarea,utility
17,5164,3.943724077599927e-06,0.04448622263849937,0.02728203063752419,5.776249895385609e-05,0.06415922865744342,0.00026943942244589555,0.00031897331106953613,21.194338866782328,5,0.15748068350632066,0.07151646740417475,High,Knowlton Hall (0017),174422,ELECTRICITY
10,5164,7.868292120687831e-06,0.040605507555679037,0.034094721969769946,2.584187002090128e-05,0.0078349841246534,0.00026943942244589555,0.0001193721158808334,26.640195194480086,5,0.20083820341909348,0.0724565294652045,High,Biological Sciences Greenhouses (0010),35173,ELECTRICITY
1583,5164,2.1729402706830066e-05,0.1640829369459695,0.0598643381782107,5.589285928181349e-05,0.03921315460955383,0.00026943942244589555,0.0001973436808001594,21.858636736997116,5,0.162769531834794,0.0766230512084099,High,Kunz-Brundige Extension Building (1583),10495,ELECTRICITY
99,5164,4.740623987266954e-06,0.06835105693718224,0.02880905706682406,2.58205364924062e-05,0.03380334669843937,0.00026943942244589555,0.00042132112243247963,26.733873643750172,5,0.20158403015142348,0.07763196100844899,High,Siebert Hall (0099),85851,ELECTRICITY
226,5164,7.913575214548722e-06,0.1118030331713921,0.03446480483259605,3.945820122902583e-05,0.05393049216602311,0.00026943942244589555,0.0004118573698676289,24.351591323771842,5,0.1826173430207013,0.07866904600297514,High,"Kinnear Rd, 930 - Storage (0226)",13973,ELECTRICITY
160,5164,9.078047671180448e-06,0.1397363250040352,0.03548159135989634,4.3002313256658886e-05,0.0652840486030873,0.00026943942244589555,0.0004531098716167931,23.20991167583367,5,0.17352779032396073,0.07909179313667147,High,Student Academic Services (0160),137002,ELECTRICITY
958,5164,8.604874145308239e-07,0.5450399205126345,0.025253117822313854,1.1341483624084477e-06,0.07129903789211096,0.0002709335579463371,0.020693102673958866,23.98958107179031,5,0.1797351761465795,0.08242521306478959,High,Waterman - North Storage Shed 1 (0958),3667,ELECTRICITY
386,5164,5.131692646466927e-06,0.051063202854416595,0.02884426607592605,6.446176340748883e-05,0.06305653895306351,0.00026943942244589555,0.000275602928432264,26.20496136230695,5,0.19737306251018213,0.08367067375336318,High,Wexner Center for the Arts (0386),131071,ELECTRICITY
921,5164,5.392453342523163e-06,0.0786254014367954,0.029697780841109245,4.585795097468526e-05,0.06601370712535307,0.00026943942244589555,0.0004266206866491485,26.090228055729984,5,0.19645960623714967,0.08441463600781332,High,"Ackerman Rd, 700 (0921)",115562,ELECTRICITY
24,5164,4.291275283660212e-06,0.035082943990775474,0.027795178018023222,2.7731924252493698e-05,0.01798208086802016,0.00026943942244589555,0.00021770359551588815,32.95906552073344,5,0.25114627794602107,0.08821061254554573,High,Postle Hall (0024),394592,ELECTRICITY
41,5164,2.824184672971553e-06,0.04804402360215144,0.02499841886701506,4.010924089915134e-05,0.06750122515297537,0.00026943942244589555,0.000505912054105526,28.647862049374645,5,0.21682236649673092,0.08949742870548347,High,Lazenby Hall (0041),69893,ELECTRICITY
186,5164,1.4404547772562155e-07,,0.020723868424519867,1.2430485437112744e-08,0.04136470852840171,0.0002709335579463371,0.00030655440974505045,32.12864765283469,5,0.24453485504449848,0.0899647773342677,High,Norton House (0186),35831,ELECTRICITY
250,5164,8.460071240141092e-06,0.10147159828709423,0.0350798417232178,6.39345798311799e-05,0.07668746296818602,0.00026943942244589555,0.00034225901689765,27.790286072654954,5,0.20999472264240646,0.09274557390426844,High,Gerlach Hall (0250),69508,ELECTRICITY
230,5164,0.0001545532019262872,0.1219216160326899,0.3075786216505457,0.00023004663384520996,0.013064539904047316,0.0005126034561072754,0.0,1.4142135623730951,5,0.0,0.09553972147117555,High,Field Hockey and Outdoor Tennis Office (0230),938,ELECTRICITY
3,5164,8.564510169677496e-06,0.11032998469187574,0.035538615021236494,5.3584114635778335e-05,0.0683662521304579,0.00026943942244589555,0.00037122430494795623,30.654526582545685,5,0.2327985495283533,0.09764839604323361,High,Agricultural Administration (0003),99238,ELECTRICITY
191,5164,1.2205523172196624e-05,0.12050325370471597,0.04190958300098896,6.440761538110978e-05,0.062453967342429265,0.00026943942244589555,0.00027306824558344655,31.069277429641005,5,0.23610061389246717,0.09905751114048168,High,4-H Center (0191),45239,ELECTRICITY
1110,5164,5.255224656176702e-06,0.07521833097437597,0.029946847912653972,4.76028868615762e-05,0.06739457120974125,0.00026943942244589555,0.00041789314350617864,33.03331651530013,5,0.25173743180351354,0.1014166106888115,High,Nosker House (1110),107132,ELECTRICITY
1041,5164,6.662459029733353e-06,0.057008281511300815,0.03251982480834792,7.264624737277874e-05,0.06090205203595473,0.00026943942244589555,0.0002301380680797544,34.091054545144246,5,0.2601586781478605,0.10306358460606317,High,Optometry Clinic (1041),103650,ELECTRICITY
165,5164,5.702407098673711e-06,0.05261828023375905,0.029819217783310696,6.452494633672642e-05,0.05805312440451429,0.00026943942244589555,0.00025201530260765466,35.09558376776201,5,0.26815629930269996,0.10394373852232293,High,Harding Hospital (0165),114199,ELECTRICITY
232,5164,1.0070115089499361e-05,0.14582415379613514,0.03917702127469132,4.376837733069121e-05,0.062227703795958024,0.00026943942244589555,0.000423367048234752,33.886575513025804,5,0.25853070576421006,0.10493274911789514,High,"Kenny Rd, 1900 (0232)",31371,ELECTRICITY
26,5164,3.74589149539518e-06,0.03401806536331941,0.02684496252490296,4.266003697045952e-05,0.03544778569549205,0.00026943942244589555,0.000247255003791334,38.5784914168504,5,0.2958856826471809,0.10571822822606688,High,Caldwell Laboratory (0026),100348,ELECTRICITY
98,5164,5.912488301610674e-06,0.10359858341356956,0.03139835578285645,4.0472156446403393e-05,0.07041721460569446,0.00026943942244589555,0.0005225579732412942,34.95282535074954,5,0.2670197193902162,0.1072081098993316,High,Canfield Hall (0098),61355,ELECTRICITY
375,5164,6.296598862999096e-06,0.04047589743159831,0.029451308122200294,1.591521374272629e-05,0.004459710177005139,0.00026943942244589555,0.0001607158740183517,42.5052937879507,5,0.3271491611074143,0.10811917569423843,High,James Cancer Hospital (0375),1183561,ELECTRICITY
